time	       exp(x)
8.400000	 4.312035
8.420000	 2.560274
8.440000	 5.401424
8.460000	 3.427306
8.480000	 4.981301
8.500000	 4.005672
8.520000	 4.448330
8.540000	 4.183120
8.560000	 4.468901
8.580000	 3.396415
8.600000	 4.688786
8.620000	 3.445646
8.640000	 4.369341
8.660000	 4.695090
8.680000	 4.514620
8.700000	 5.675349
8.720000	 6.202998
8.740000	 6.169997
8.760000	 5.527118
8.780000	 3.922513
8.800000	 3.462157
8.820000	 3.946693
8.840000	 5.138392
8.860000	 5.312567
8.880000	 4.541186
8.900000	 5.372739
8.920000	 6.150224
8.940000	 4.247241
8.960000	 4.353158
8.980000	 3.874777
9.000000	 5.085721
9.020000	 5.960819
9.040000	 4.393407
9.060000	 5.849723
9.080000	 4.787382
9.100000	 5.114684
9.120000	 6.405205
9.140000	 5.497093
9.160000	 6.316160
9.180000	 3.668779
9.200000	 6.047446
9.220000	 3.497972
9.240000	 3.659284
9.260000	 5.145441
9.280000	 4.324794
9.300000	 4.131736
9.320000	 5.516003
9.340000	 3.987341
9.360000	 4.855369
9.380000	 4.367158
9.400000	 3.804829
9.420000	 5.367722
9.440000	 4.523118
9.460000	 2.961858
9.480000	 3.485841
9.500000	 3.133945
9.520000	 4.234564
9.540000	 3.090207
9.560000	 3.889378
9.580000	 4.526823
9.600000	 5.128345
9.620000	 4.473355
9.640000	 2.347685
9.660000	 4.841863
9.680000	 4.868683
9.700000	 3.683303
9.720000	 4.649823
9.740000	 2.683395
9.760000	 4.308019
9.780000	 1.517311
9.800000	 2.876891
9.820000	 1.779398
9.840000	 2.191046
9.860000	 1.668556
9.880000	 2.840865
9.900000	 2.942127
9.920000	 1.922888
9.940000	 0.943405
9.960000	 0.829876
9.980000	 0.761806
10.000000	 0.714536
10.020000	 0.452794
10.040000	 3.232665
10.060000	 2.422065
10.080000	 2.381157
10.100000	 0.130637
10.120000	 0.290674
10.140000	 0.629480
10.160000	 2.434004
10.180000	 2.579210
10.200000	 2.555171
10.220000	 0.524145
10.240000	 0.272533
10.260000	 -0.129701
10.280000	 1.452107
10.300000	 1.292085
10.320000	 -0.378577
10.340000	 0.274689
10.360000	 -0.970701
10.380000	 0.780170
10.400000	 1.079771
10.420000	 1.249980
10.440000	 0.943787
10.460000	 -0.183459
10.480000	 -0.510178
10.500000	 -1.455155
10.520000	 0.771418
10.540000	 -1.432212
10.560000	 -1.793318
10.580000	 -1.045338
10.600000	 0.901263
10.620000	 0.041536
10.640000	 -0.876009
10.660000	 0.488613
10.680000	 -0.104445
10.700000	 -0.348729
10.720000	 -0.896204
10.740000	 0.630592
10.760000	 0.179390
10.780000	 -2.291144
10.800000	 -1.928319
10.820000	 -0.932452
10.840000	 -0.663894
10.860000	 -1.548783
10.880000	 -1.130261
10.900000	 -1.268269
10.920000	 -2.064428
10.940000	 0.371599
10.960000	 -1.413946
10.980000	 0.012413
11.000000	 -2.375993
11.020000	 -1.227028
11.040000	 -2.267166
11.060000	 -1.545241
11.080000	 0.361604
11.100000	 0.100445
11.120000	 -1.926268
11.140000	 -0.820100
11.160000	 -1.521082
11.180000	 0.327735
11.200000	 -2.109007
11.220000	 0.039782
11.240000	 -1.766104
11.260000	 -0.093300
11.280000	 -1.518461
11.300000	 -1.551607
11.320000	 -1.480524
11.340000	 0.847786
11.360000	 -0.887437
11.380000	 -0.075375
11.400000	 -1.787359
11.420000	 -1.174260
11.440000	 0.812981
11.460000	 -0.369906
11.480000	 -1.677715
11.500000	 -0.226497
11.520000	 0.918574
11.540000	 1.131721
11.560000	 -0.509048
11.580000	 -0.630706
11.600000	 1.231379
11.620000	 0.127008
11.640000	 0.413782
11.660000	 -0.470701
11.680000	 -0.490765
11.700000	 1.858445
11.720000	 2.200912
11.740000	 0.478801
11.760000	 1.876058
11.780000	 2.345959
11.800000	 2.254475
11.820000	 2.186045
11.840000	 1.803783
11.860000	 0.360959
11.880000	 0.650510
11.900000	 1.333552
11.920000	 0.199187
11.940000	 1.023615
11.960000	 3.252106
11.980000	 1.343845
12.000000	 2.215255
12.020000	 2.429222
12.040000	 3.392986
12.060000	 1.970445
12.080000	 2.954300
12.100000	 1.582761
12.120000	 1.250702
12.140000	 3.021587
12.160000	 3.310128
12.180000	 2.227329
12.200000	 3.141737
12.220000	 2.464881
12.240000	 4.032868
12.260000	 2.787936
12.280000	 3.873708
12.300000	 3.762249
12.320000	 4.838998
12.340000	 2.629514
12.360000	 3.902014
12.380000	 2.437360
12.400000	 3.896600
12.420000	 4.877169
12.440000	 2.534367
12.460000	 3.472017
12.480000	 4.681690
12.500000	 5.202253
12.520000	 4.189602
12.540000	 5.734612
12.560000	 4.097460
12.580000	 3.672501
12.600000	 4.345907
12.620000	 3.463778
12.640000	 3.509677
12.660000	 3.887252
12.680000	 5.400280
12.700000	 5.000542
12.720000	 6.115280
12.740000	 5.573226
12.760000	 5.007923
12.780000	 4.673313
12.800000	 4.214341
12.820000	 5.638041
12.840000	 3.688824
12.860000	 3.748108
12.880000	 5.651543
12.900000	 4.526841
12.920000	 5.218245
12.940000	 4.383252
12.960000	 5.635123
12.980000	 4.579978
13.000000	 5.655379
13.020000	 6.484491
13.040000	 3.745181
13.060000	 4.891304
13.080000	 3.757753
13.100000	 5.638576
13.120000	 6.182998
13.140000	 3.686994
13.160000	 4.965602
13.180000	 5.038774
13.200000	 5.408617
13.220000	 4.221607
13.240000	 5.094963
13.260000	 3.848776
13.280000	 5.184753
13.300000	 5.268091
13.320000	 4.507961
13.340000	 3.555204
13.360000	 4.298341
13.380000	 4.769405
13.400000	 3.894045
13.420000	 5.362651
13.440000	 3.179595
13.460000	 3.503875
13.480000	 5.499728
13.500000	 4.586945
13.520000	 4.812374
13.540000	 4.916511
13.560000	 2.557552
13.580000	 3.582849
13.600000	 4.439823
13.620000	 2.603382
13.640000	 4.005152
13.660000	 2.767625
13.680000	 4.465178
13.700000	 4.371984
13.720000	 3.136555
13.740000	 2.875720
13.760000	 4.489160
13.780000	 1.540749
13.800000	 2.622367
13.820000	 2.800290
13.840000	 3.100480
13.860000	 1.364460
13.880000	 1.490208
13.900000	 2.931983
13.920000	 1.530958
13.940000	 1.139721
13.960000	 0.817783
13.980000	 1.090907
14.000000	 2.033318
14.020000	 3.007572
14.040000	 2.610411
14.060000	 0.622528
14.080000	 0.318762
14.100000	 2.048031
14.120000	 1.384477
14.140000	 1.331824
14.160000	 0.694381
14.180000	 0.633530
14.200000	 2.300253
14.220000	 0.834796
14.240000	 1.641534
14.260000	 -0.135684
14.280000	 -0.522572
14.300000	 -0.240884
14.320000	 0.731486
14.340000	 0.957977
14.360000	 1.710159
14.380000	 -1.065514
14.400000	 -0.772380
14.420000	 -0.024351
14.440000	 -0.435269
14.460000	 -1.214139
14.480000	 0.877318
14.500000	 -0.422643
14.520000	 0.279037
14.540000	 -0.049803
14.560000	 -1.802174
14.580000	 0.083589
14.600000	 -0.975759
14.620000	 -1.183440
14.640000	 -0.651639
14.660000	 -0.212743
14.680000	 0.276640
14.700000	 -0.489527
14.720000	 -2.140069
14.740000	 0.127357
14.760000	 -1.470063
14.780000	 0.146092
14.800000	 -0.287505
14.820000	 -0.569174
14.840000	 -1.244899
14.860000	 -2.231144
14.880000	 0.548918
14.900000	 -0.479933
14.920000	 -1.788827
14.940000	 -2.209922
14.960000	 -1.771144
14.980000	 0.209189
15.000000	 -1.847956
15.020000	 -1.059951
15.040000	 0.233605
15.060000	 -1.905339
15.080000	 -1.132381
15.100000	 -0.609665
15.120000	 -0.664223
15.140000	 -0.430119
15.160000	 -1.602709
15.180000	 -1.109280
15.200000	 0.044802
15.220000	 0.474296
15.240000	 -0.880172
15.260000	 -1.334354
15.280000	 -0.896366
15.300000	 -1.252439
15.320000	 -1.303881
15.340000	 -1.665984
15.360000	 -1.533341
15.380000	 -0.499400
15.400000	 -1.667300
15.420000	 0.910052
15.440000	 -1.366111
15.460000	 -1.268896
15.480000	 0.466265
15.500000	 0.403363
15.520000	 -0.478083
15.540000	 -1.212562
15.560000	 -1.387528
15.580000	 -0.220384
15.600000	 1.101566
15.620000	 0.155608
15.640000	 -0.808606
15.660000	 1.390369
15.680000	 1.033104
15.700000	 0.495121
15.720000	 0.822749
15.740000	 0.888551
15.760000	 1.284670
15.780000	 1.423480
15.800000	 0.148441
15.820000	 2.068223
15.840000	 0.343643
15.860000	 1.079451
15.880000	 0.644936
15.900000	 0.847313
15.920000	 0.150006
15.940000	 3.002518
15.960000	 1.872287
15.980000	 1.798145
16.000000	 2.070589
16.020000	 1.604669
16.040000	 1.685508
16.060000	 3.747189
16.080000	 2.297150
16.100000	 3.209886
16.120000	 3.072020
16.140000	 3.541206
16.160000	 2.063700
16.180000	 2.188719
16.200000	 3.578818
16.220000	 2.070125
16.240000	 4.105484
16.260000	 2.200439
16.280000	 4.637135
16.300000	 4.029616
16.320000	 2.348006
16.340000	 4.586402
16.360000	 4.902559
16.380000	 3.878804
16.400000	 3.459826
16.420000	 3.663529
16.440000	 4.517314
16.460000	 3.264065
16.480000	 2.639230
16.500000	 5.465216
16.520000	 5.675413
16.540000	 5.088783
16.560000	 5.779744
16.580000	 4.333124
16.600000	 3.310999
16.620000	 4.374344
16.640000	 5.260755
16.660000	 5.102401
16.680000	 5.750859
16.700000	 5.447771
16.720000	 5.066007
16.740000	 4.077716
16.760000	 4.298464
16.780000	 5.829813
16.800000	 4.510829
16.820000	 3.621921
16.840000	 6.002503
16.860000	 4.733872
16.880000	 3.963104
16.900000	 3.475954
16.920000	 5.433835
16.940000	 4.595755
16.960000	 4.622378
16.980000	 4.822547
17.000000	 5.048372
17.020000	 4.398864
17.040000	 4.929046
17.060000	 3.505427
17.080000	 3.990652
17.100000	 4.373737
17.120000	 5.680255
17.140000	 5.170430
17.160000	 5.509371
17.180000	 5.794874
17.200000	 5.909125
17.220000	 3.675805
17.240000	 5.261120
17.260000	 5.512118
17.280000	 5.320868
17.300000	 4.988375
17.320000	 3.243720
17.340000	 3.667676
17.360000	 4.025029
17.380000	 4.909742
17.400000	 3.579263
17.420000	 3.101194
17.440000	 5.753308
17.460000	 3.370610
17.480000	 5.636666
17.500000	 4.452433
17.520000	 3.297577
17.540000	 4.037809
17.560000	 4.550765
17.580000	 3.118328
17.600000	 2.607414
17.620000	 3.835259
17.640000	 2.764186
17.660000	 2.963651
17.680000	 4.864660
17.700000	 2.789543
17.720000	 4.616080
17.740000	 2.923129
17.760000	 1.635374
17.780000	 2.446421
17.800000	 1.892671
17.820000	 4.319221
17.840000	 2.596787
17.860000	 2.790085
17.880000	 1.849139
17.900000	 3.616927
17.920000	 1.185183
17.940000	 3.253013
17.960000	 1.969899
17.980000	 3.355266
18.000000	 2.084036
18.020000	 3.018272
18.040000	 1.370061
18.060000	 1.418132
18.080000	 1.917769
18.100000	 2.765250
18.120000	 0.336817
18.140000	 -0.027927
18.160000	 0.957047
18.180000	 1.450150
18.200000	 2.331987
18.220000	 0.365114
18.240000	 1.030744
18.260000	 1.653602
18.280000	 0.204861
18.300000	 -0.576183
18.320000	 0.379787
18.340000	 -0.939894
18.360000	 0.918691
18.380000	 -0.851479
18.400000	 -0.664435
18.420000	 0.251763
18.440000	 0.469799
18.460000	 -0.363146
18.480000	 0.265720
18.500000	 0.917846
18.520000	 0.418931
18.540000	 -0.571711
18.560000	 -0.095934
18.580000	 -1.121144
18.600000	 0.254989
18.620000	 -0.951254
18.640000	 -1.797080
18.660000	 -1.175533
18.680000	 -1.227713
18.700000	 -2.103356
18.720000	 -1.686138
18.740000	 0.329493
18.760000	 -0.321485
18.780000	 0.246970
18.800000	 -1.540348
18.820000	 0.306962
18.840000	 -1.779378
